"","Afghanistan","Albania","Algeria","American Samoa","Angola","Anguilla","Antigua and Barbuda","Argentina","Armenia","Aruba","Australia","Austria","Azerbaijan","Bahamas","Bahrain","Bangladesh","Barbados","Belarus","Belgium","Belize","Benin","Bermuda","Bhutan","Bolivia","Bosnia and Herzegovina","Botswana","Brazil","British Virgin Islands","Brunei","Bulgaria","Burkina Faso","Burma","Burundi","Cambodia","Cameroon","Canada","Cape Verde","Cayman Islands","Central African Republic","Chad","Chile","China","Christmas Island","Cocos (Keeling) Islands","Colombia","Comoros","Congo (Brazzaville)","Congo (Kinshasa)","Cook Islands","Costa Rica","Cote d'Ivoire","Croatia","Cuba","Cyprus","Czech Republic","Denmark","Djibouti","Dominica","Dominican Republic","East Timor","Ecuador","Egypt","El Salvador","Equatorial Guinea","Eritrea","Estonia","Ethiopia","Falkland Islands","Faroe Islands","Fiji","Finland","France","French Guiana","French Polynesia","Gabon","Gambia","Georgia","Germany","Ghana","Gibraltar","Greece","Greenland","Grenada","Guadeloupe","Guam","Guatemala","Guernsey","Guinea","Guinea-Bissau","Guyana","Haiti","Honduras","Hong Kong","Hungary","Iceland","India","Indonesia","Iran","Iraq","Ireland","Isle of Man","Israel","Italy","Jamaica","Japan","Jersey","Jordan","Kazakhstan","Kenya","Kiribati","Korea","Kuwait","Kyrgyzstan","Laos","Latvia","Lebanon","Lesotho","Liberia","Libya","Lithuania","Luxembourg","Macau","Macedonia","Madagascar","Malawi","Malaysia","Maldives","Mali","Malta","Marshall Islands","Martinique","Mauritania","Mauritius","Mayotte","Mexico","Micronesia","Moldova","Monaco","Mongolia","Montenegro","Montserrat","Morocco","Mozambique","Namibia","Nepal","Netherlands","Netherlands Antilles","New Caledonia","New Zealand","Nicaragua","Niger","Nigeria","Niue","Norfolk Island","Northern Mariana Islands","Norway","Oman","Pakistan","Palau","Panama","Papua New Guinea","Paraguay","Peru","Philippines","Poland","Portugal","Puerto Rico","Qatar","Reunion","Romania","Russia","Rwanda","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines","Samoa","Sao Tome and Principe","Saudi Arabia","Senegal","Serbia","Seychelles","Sierra Leone","Singapore","Slovakia","Slovenia","Solomon Islands","Somalia","South Africa","South Korea","South Sudan","Spain","Sri Lanka","Sudan","Suriname","Swaziland","Sweden","Switzerland","Syria","Taiwan","Tajikistan","Tanzania","Thailand","Togo","Tonga","Trinidad and Tobago","Tunisia","Turkey","Turkmenistan","Turks and Caicos Islands","Tuvalu","Uganda","Ukraine","United Arab Emirates","United Kingdom","United States","Uruguay","Uzbekistan","Vanuatu","Venezuela","Vietnam","Virgin Islands","Wallis and Futuna","Western Sahara","Yemen","Zambia","Zimbabwe"
"Australia","0"," 0"," 0","0","0","0","0"," 2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","1"," 0","0","0","0","0"," 0","  1","0"," 0","0","0"," 0"," 16","1","0"," 0","0","0"," 0","1"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","3"," 0"," 0"," 0","0","0"," 0","0","0","0","10"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 2"," 0"," 0","0","0","0","0"," 0"," 12"," 0","0"," 0","22"," 0","0"," 0"," 0"," 0","  0"," 0"," 14"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","15","0","0"," 0","0","0","0","2","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","5","79","0","0","0","0","8","0"," 0"," 0"," 0","0"," 0","9","0"," 0"," 5"," 0"," 0"," 0"," 1","1"," 0"," 0","0","0","0","0","0","2","0"," 0","0"," 0","0","0","31","0","0","3","0"," 4","  6","0","  0"," 0","0","0","0"," 0"," 0"," 0","  4"," 0"," 0","20","0","1","0"," 0"," 0","0"," 0","0"," 0"," 0","10","  0"," 30"," 0"," 0","9","0"," 6"," 0","0","0"," 0","0","0"
"Austria","0"," 1"," 0","0","0","0","0"," 0"," 2"," 0"," 0"," 0"," 2"," 0"," 0"," 0","0","2"," 2","0","0","0","0","0","1","0"," 0","0","0"," 6","0","0","0","0"," 0","  3","0"," 0","0","0"," 0","  2","0","0"," 0","0","0"," 0","0"," 0","0"," 2"," 0"," 1"," 3"," 8","0","0"," 1","0"," 0","13"," 0","0","0"," 0","0","0","0"," 0"," 1","  9","0","0","0","0","2"," 69","0","0"," 2","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 1","0"," 4"," 0"," 2","2"," 2"," 0"," 2"," 16"," 0","  2"," 0"," 3"," 2"," 0","0","0"," 0"," 0","0","2","0","0","0","0"," 1"," 2"," 0","1"," 0","0"," 0","1","0"," 2","0","0","0","0","0","  0","0","2","0","0","2","0"," 0"," 0","0"," 0","11"," 0","0"," 0","0","0","0","0","0","0"," 5"," 0"," 0","0"," 0","0","0"," 0"," 0"," 4"," 2"," 0"," 1","0","14","22","0","0","0","0","0","0","0"," 0","0"," 6","0","0"," 0","1","2","0","0"," 0","  0","0"," 24"," 0","0","0","0"," 8","13"," 1","  1"," 0"," 0"," 3","0","0","0"," 1","10","0"," 0","0"," 0","12"," 2"," 29","  5"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Azerbaijan","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0","0","2"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  2","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 2"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  2","0","0","0","0","2","  4","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 2","0"," 0"," 0"," 1","  1"," 0","  0"," 0"," 0"," 4"," 0","0","0"," 0"," 1","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0","21","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 4","3"," 0","0"," 0"," 3"," 2","  3","  1"," 0"," 1","0","0"," 0"," 0","0","0"," 0","0","0"
"Bahamas","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  6","0"," 1","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 1"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 1","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 1","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 3","0"," 0"," 0"," 0","  1"," 71"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Bahrain","1"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 2"," 0"," 1","0","0"," 0","0"," 0"," 2"," 0","0","0"," 0","1","0","0"," 0"," 0","  1","0","0","0","0","0","  1","0","0"," 1","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 0","0"," 8"," 0"," 0","0"," 0"," 0"," 0","  2"," 0","  0"," 0"," 3"," 0"," 1","0","0"," 8"," 0","0","0","2","0","0","0"," 0"," 0"," 0","0"," 0","0"," 2","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 2"," 3"," 0","0"," 0","0","0","0","0","0","0"," 0"," 2"," 5","0"," 0","0","0"," 0"," 2"," 0"," 0"," 0","11","0"," 0"," 0","0","0","0","0","0","0","0","11","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 2","2","0","0"," 0"," 1"," 2","  0"," 0"," 0"," 2","0","0","0"," 0"," 2","0"," 0","0"," 1"," 0","11","  5","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 4","0","0"
"Bangladesh","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0","0","0"," 0","0","0","0","1","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  2","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  1"," 0","0"," 9"," 0"," 0","0"," 0"," 0"," 0","  1"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 2"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 3","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 4"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 2"," 3","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 2","0"," 0"," 0","0","0","0","0","0","0","0"," 6","0"," 0","0","0"," 2","0","0","0","0"," 0","  0","0","  0"," 2","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 6","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0","14","  1","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Barbados","0"," 0"," 0","0","0","0","2"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 1","0","0"," 0","0","0","0","0"," 0","  3","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","1"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  1","0","0"," 0","0","2","0"," 0"," 0"," 0","0","0","1","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 1","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 1"," 0","0"," 0"," 0","0","0","1","0","2","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","3"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  6","  5"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Belarus","0"," 0"," 0","0","0","0","0"," 0"," 1"," 0"," 0"," 2"," 2"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 1"," 2"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 2","  1","0","0","0","0","2","  4","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 1","0"," 0"," 0"," 1","  2"," 0","  0"," 0"," 0"," 1"," 0","0","0"," 0"," 0","0","2","1","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 2"," 0"," 0"," 0","0"," 0"," 9","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 1"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 2","1"," 0","0"," 0"," 2"," 1","  1","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Belgium","0"," 1"," 1","0","7","0","0"," 0"," 0"," 0"," 0"," 2"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 2","6","0","6","0","11","  8","0"," 0","0","0"," 0","  2","0","0"," 0","0","0"," 0","0"," 0","6"," 2"," 0"," 1"," 2"," 4","0","0"," 0","0"," 0"," 3"," 0","0","0"," 2","0","0","0"," 0"," 5"," 18","0","0","0","6","0"," 14","4","0"," 4","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 3","0"," 6"," 0"," 0","0"," 2"," 0"," 2"," 29"," 0","  0"," 0"," 1"," 0"," 0","0","0"," 0"," 0","0","3","2","0","6","0"," 4"," 0"," 0","0"," 0","0"," 0","0","4"," 2","0","0","0","0","0","  0","0","0","0","0","0","0","11"," 0","0"," 0"," 3"," 0","0"," 0","0","0","0","0","0","0"," 3"," 0"," 0","0"," 0","0","0"," 0"," 0"," 7"," 9"," 0"," 1","0"," 3"," 2","7","0","0","0","0","0","0"," 0","1"," 4","0","0"," 0","1","2","0","0"," 0","  0","0"," 28"," 0","0","0","0"," 7"," 6"," 0","  0"," 0"," 0"," 1","0","0","0"," 2"," 3","0"," 0","0"," 0"," 2"," 4"," 25"," 22"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Belize","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 2","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  9"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Benin","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","9","0","0","0"," 8","  0","0"," 0","0","1"," 0","  0","0","0"," 0","0","3"," 3","0"," 0","3"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","2","0"," 0","0","0","0"," 0"," 0","  1","0","0","5","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 1","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","2"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 1"," 0","0"," 0"," 0"," 0","0"," 0","0","0","3","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","1"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","2","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Bermuda","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  2","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  1","  8"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Bhutan","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 5"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 1"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Bolivia","0"," 0"," 0","0","0","0","0"," 5"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 4","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 3","  0","0","0"," 1","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 1","0","2"," 7"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  1"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  2"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Bosnia and Herzegovina","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 1"," 0"," 0"," 0"," 1","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  2","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 1","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 1"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 1","0","0"," 0","0","1","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 1"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 2","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","0","0"
"Botswana","0"," 0"," 0","0","0","0","0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 2","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 0","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 0"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 5","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 0","0","0"," 0","1","1"
"Brazil","0"," 0"," 0","0","2","0","0","27"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","1","0"," 0","0","0","0","0","5","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  2","1"," 0","0","0"," 6","  0","0","0"," 4","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  4","1","0","0","0","0"," 14","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  4"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  2","0","0","0","0","0","0"," 0"," 0","0"," 0"," 2"," 1","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 7","0","6"," 7"," 0"," 0","18"," 0"," 1","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 1","  0","0","  9"," 0","0","0","0"," 0"," 1"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 1","0"," 0","0"," 0"," 0"," 2","  6"," 52","15"," 0","0","2"," 0"," 0","0","0"," 0","0","0"
"British Virgin Islands","0"," 0"," 0","0","0","0","1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","0","0"," 0","0","0","0","0","0","0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0"," 0","0","0"," 0","  0","0","0"," 0","0","0"," 0","0"," 0","0"," 0"," 0"," 0"," 0"," 0","0","1"," 0","0"," 0"," 0"," 0","0","0"," 0","0","0","0"," 0"," 0","  0","0","0","0","0","0","  0","0","0"," 0","0","0","0"," 0"," 0"," 0","0","0","0","0"," 0","  0"," 0","0"," 0"," 0"," 0","0"," 0"," 0"," 0","  0"," 0","  0"," 0"," 0"," 0"," 0","0","0"," 0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0"," 0","0","0"," 0","0","0","0","0","0","  0","0","0","0","0","0","0"," 0"," 0","0"," 0"," 0"," 2","0"," 0","0","0","0","0","0","0"," 0"," 0"," 0","0"," 0","0","0"," 0"," 0"," 0"," 0"," 4"," 0","0"," 0"," 0","0","0","0","0","0","0","0"," 0","0"," 0","0","0"," 0","0","0","0","0"," 0","  0","0","  0"," 0","0","0","0"," 0"," 0"," 0","  0"," 0"," 0"," 0","0","0","0"," 0"," 0","0"," 0","0"," 0"," 0"," 0","  0","  0"," 0"," 0","0","0"," 0"," 1","0","0"," 0","0","0"
